"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002718","regulation of cytokine production involved in immune response","12/268","50/4243",0.24,3.79970149253731,5.17033237225914,4.39171157454522e-05,0.00298935821949157,0.00257829191481674,"HLA-A/B2M/CD55/MYD88/TNFRSF1B/FFAR2/HLA-E/IL1R1/IRAK3/CD74/HLA-F/NLRP3",12
"GO:0048002","antigen processing and presentation of peptide antigen","10/268","36/4243",0.277777777777778,4.39780265339967,5.31553899062258,5.00610263260518e-05,0.00333183941881167,0.00287367856383932,"HLA-A/B2M/HLA-C/HLA-B/TAP1/CTSD/HLA-E/CD74/HLA-DQB1/HLA-F",10
"GO:0002367","cytokine production involved in immune response","12/268","51/4243",0.235294117647059,3.72519754170325,5.08342712732012,5.42461821824614e-05,0.00345675139652068,0.00298141390987145,"HLA-A/B2M/CD55/MYD88/TNFRSF1B/FFAR2/HLA-E/IL1R1/IRAK3/CD74/HLA-F/NLRP3",12
"GO:0045069","regulation of viral genome replication","12/268","51/4243",0.235294117647059,3.72519754170325,5.08342712732012,5.42461821824614e-05,0.00345675139652068,0.00298141390987145,"OAS2/IFITM1/OAS1/IFITM3/ISG15/PPIA/PABPC1/MX1/ILF3/OAS3/N4BP1/TRIM38",12
"GO:0030218","erythrocyte differentiation","13/268","59/4243",0.220338983050847,3.48842651151025,4.99734289907235,5.56186381155781e-05,0.00347037127408659,0.00299316091964098,"B2M/CFLAR/STAT3/ISG15/HCLS1/PRKDC/HIF1A/HMGB2/STAT1/IKZF1/KMT2E/INPP5D/ETS1",13
"GO:0030099","myeloid cell differentiation","25/268","172/4243",0.145348837209302,2.30117580701145,4.52307526582795,5.91336131235696e-05,0.0036143912511243,0.00311737672621353,"B2M/EVI2B/CFLAR/ANXA2/STAT3/EP300/ISG15/HCLS1/PRKDC/LILRB3/MYD88/TNFAIP6/HIF1A/HMGB2/PIK3R1/CEACAM1/TRIB1/CD74/STAT1/IKZF1/FOSL2/ATP6AP1/KMT2E/INPP5D/ETS1",25
"GO:0002711","positive regulation of T cell mediated immunity","9/268","30/4243",0.3,4.74962686567164,5.35102663375903,6.1683433701834e-05,0.00369483767873986,0.00318676097482738,"HLA-A/B2M/HLA-C/HLA-B/CD55/HLA-E/IL1R1/HLA-F/NLRP3",9
"GO:0001914","regulation of T cell mediated cytotoxicity","7/268","18/4243",0.388888888888889,6.15692371475954,5.69243087507136,6.45742351116363e-05,0.00379215361096766,0.00327069500441601,"HLA-A/B2M/HLA-C/HLA-B/HLA-E/CEACAM1/HLA-F",7
"GO:0002262","myeloid cell homeostasis","15/268","77/4243",0.194805194805195,3.08417328939717,4.79185555314896,6.91399646522775e-05,0.00390706026667115,0.00336980085911994,"B2M/ANXA1/CFLAR/STAT3/ISG15/HCLS1/PRKDC/HIF1A/HMGB2/STAT1/IKZF1/KMT2E/INPP5D/ADAM17/ETS1",15
"GO:0019079","viral genome replication","15/268","77/4243",0.194805194805195,3.08417328939717,4.79185555314896,6.91399646522775e-05,0.00390706026667115,0.00336980085911994,"OAS2/IFITM1/IFI27/PCBP1/OAS1/IFITM3/ISG15/PPIA/PABPC1/EEF1A1/MX1/ILF3/OAS3/N4BP1/TRIM38",15
"GO:0002702","positive regulation of production of molecular mediator of immune response","12/268","53/4243",0.226415094339623,3.5846240495635,4.91600670985002,8.13363695596131e-05,0.00451115605242669,0.00389082750291015,"HLA-A/B2M/CD55/MYD88/KLK7/FFAR2/HLA-E/IL1R1/CD74/HLA-F/NLRP3/XBP1",12
"GO:0045088","regulation of innate immune response","30/268","230/4243",0.130434782608696,2.06505515898767,4.3120680020347,8.64904055601204e-05,0.00470979572095565,0.00406215225348394,"HLA-A/S100A9/HLA-B/OAS1/EP300/ISG15/PRKDC/CD300E/NAIP/MYD88/IL18RAP/BIRC3/FFAR2/HLA-E/USP15/HMGB2/PIK3R1/ANKRD17/CEACAM1/DDX60/IRAK3/PELI1/PARP9/FGR/OAS3/N4BP1/XRCC5/HLA-F/NLRP3/TRAF3IP3",30
"GO:0030334","regulation of cell migration","39/268","334/4243",0.116766467065868,1.84865716328537,4.19524030208913,9.02711726398822e-05,0.00482789575100799,0.00416401236199757,"ANXA1/IFITM1/STAT3/SOD2/GLUL/F3/ARHGDIB/RIPOR2/TIMP1/SDCBP/NIPBL/DOCK8/SP1/MYD88/TNFAIP6/CD9/WASL/CNN2/MSN/SORL1/HIF1A/PIK3R1/IL1R1/CEACAM1/SPAG9/S100A11/IRS2/TRIB1/CD74/C3AR1/MDM2/CXCR4/FGR/ADAM10/OXSR1/ADAM17/XBP1/ETS1/CEACAM6",39
"GO:0002685","regulation of leukocyte migration","16/268","88/4243",0.181818181818182,2.87856173677069,4.62344245745135,9.50231166689537e-05,0.00496603923787183,0.00428315975388366,"ANXA1/RIPOR2/DOCK8/MYD88/TNFAIP6/CD9/WASL/CNN2/MSN/PIK3R1/IL1R1/CD74/C3AR1/ADAM10/OXSR1/ADAM17",16
"GO:0002832","negative regulation of response to biotic stimulus","13/268","62/4243",0.209677419354839,3.31963168030814,4.7770408497197,9.61703758920088e-05,0.00496603923787183,0.00428315975388366,"HLA-A/HLA-B/OAS1/ISG15/HLA-E/USP15/CEACAM1/IRAK3/NT5C2/TRIB1/OAS3/TRIM38/HLA-F",13
"GO:1901652","response to peptide","44/268","396/4243",0.111111111111111,1.75912106135987,4.11890431632169,0.000101100595140223,0.00502473337337485,0.00433378286556959,"OAS2/IFITM1/IFI27/STAT3/XAF1/IL1R2/OAS1/IFITM3/RPL3/F3/ISG15/HCLS1/RIPOR2/TIMP1/NAIP/DOCK8/CASP4/MYD88/IL18RAP/BIRC3/TNFRSF1B/NSMAF/MX1/RPS3/HIF1A/PIK3R1/IL1R1/CEACAM1/IRAK3/IRS2/ASAH1/KLF3/CD74/ARID5B/PARP9/CXCR4/STAT1/OAS3/ADAM10/FOSL2/OXSR1/XRCC5/ADAM17/XBP1",44
"GO:2000145","regulation of cell motility","40/268","348/4243",0.114942528735632,1.81978040830331,4.14397940732104,0.000103499147756397,0.00502473337337485,0.00433378286556959,"ANXA1/IFITM1/STAT3/SOD2/GLUL/F3/ARHGDIB/RIPOR2/MALAT1/TIMP1/SDCBP/NIPBL/DOCK8/SP1/MYD88/TNFAIP6/CD9/WASL/CNN2/MSN/SORL1/HIF1A/PIK3R1/IL1R1/CEACAM1/SPAG9/S100A11/IRS2/TRIB1/CD74/C3AR1/MDM2/CXCR4/FGR/ADAM10/OXSR1/ADAM17/XBP1/ETS1/CEACAM6",40
"GO:0002700","regulation of production of molecular mediator of immune response","14/268","71/4243",0.197183098591549,3.12182047508934,4.68112052456982,0.000105367976264199,0.00502473337337485,0.00433378286556959,"HLA-A/B2M/CD55/MYD88/KLK7/TNFRSF1B/FFAR2/HLA-E/IL1R1/IRAK3/CD74/HLA-F/NLRP3/XBP1",14
