target_class,gene,attr_mean_signed,attr_mean_abs,attr_pos_frac,n_cells
flua,KRT80,0.004242574091391645,0.004543048417168361,0.06409560021727322,1841
flua,DDX60,0.004241326834959935,0.004281600113676852,0.17599130907115698,1841
flua,PPP4R1,0.004240393531111629,0.005287325929391002,0.1374253123302553,1841
flua,SVIL,0.004235143645207202,0.0050657925968468675,0.08039109179793591,1841
flua,GALNT5,0.0042247112723050205,0.004380734980365363,0.11406844106463879,1841
flua,SPAG9,0.0042010126782137044,0.005369976264086189,0.2552960347637154,1841
flua,IRAK3,0.004141678551028825,0.004187189823644826,0.18359587180879958,1841
flua,RPS27A,0.004125173405492713,0.004431224076531621,0.09234111895708853,1841
flua,AKAP13,0.0040780402717951,0.006317771226572381,0.23193916349809887,1841
flua,S100A11,0.004063235378294519,0.004275479347387906,0.24063009234111896,1841
flua,IFI44,0.004055581671235873,0.00439316251237777,0.24660510592069526,1841
flua,PELI1,0.004051173764489903,0.005270980780115599,0.3568712656165128,1841
flua,FCGR3B,0.00400407949649961,0.010549125287404596,0.19120043454644214,1841
flua,IRS2,0.004000103741576657,0.004194071412183615,0.20912547528517111,1841
flua,PRKCB,0.003989697967710086,0.004647132415994233,0.1249321021184139,1841
flua,KCNQ1OT1,0.003985492701402935,0.004240451238964447,0.06626833242802825,1841
flua,PARP8,0.003956811879961339,0.003976195129944798,0.17055947854426942,1841
flua,PRKAR1A,0.003930419680421149,0.0042743855841469985,0.13796849538294406,1841
flua,TOP1,0.003913540888875157,0.0043496997953108765,0.2542096686583379,1841
flua,RP11-186B7.4,0.003906961914914772,0.004730239542912427,0.16295491580662683,1841
flua,ASAH1,0.0039045297601935595,0.0049525244259627085,0.267246061922868,1841
flua,RAB37,0.003894825437647988,0.005043342064040177,0.014665942422596416,1841
flua,IER3,0.0038911890266852688,0.004687400226163061,0.28354155350353066,1841
flua,HIST1H2AC,0.003878352476616776,0.004649482305237031,0.08527973927213471,1841
flua,PSMB9,0.003864311149757657,0.004795870112861258,0.12982074959261272,1841
flua,WTAP,0.003859582117322118,0.004334056832904015,0.16132536664856056,1841
flua,NT5C2,0.0038570350907148063,0.004134365496575217,0.2390005431830527,1841
flua,TRIB1,0.0038502576625878107,0.0054269564226229255,0.17218902770233568,1841
flua,KLF3,0.0038329647517055354,0.00394947476794317,0.16621401412275938,1841
flua,CD74,0.0038277374247634366,0.0060269587057592555,0.04182509505703422,1841
flua,LAT2,0.003820173798502301,0.003990804563068553,0.15915263443780553,1841
flua,TPI1,0.003781695621030477,0.004532971617192564,0.16730038022813687,1841
flua,GOLGA4,0.00377404251293214,0.0038343282362839765,0.15697990222705052,1841
flua,ARID5B,0.003771894300302884,0.0038880378970069965,0.09451385116784357,1841
flua,C3AR1,0.0037136889922309672,0.006995219544045696,0.09288430200977729,1841
flua,PARP9,0.003688986539144609,0.0039059338076389205,0.27322107550244434,1841
flua,TRIM8,0.0036844246829053034,0.0038755325674363155,0.10157523085279739,1841
flua,PLEKHA2,0.003672471551992513,0.003976869490452916,0.09451385116784357,1841
flua,TPT1,0.0036614245428040516,0.01634797792211944,0.6040195545898968,1841
flua,WDR82,0.00365228275705224,0.00412451275631923,0.06789788158609451,1841
flua,C4orf3,0.0036444298676146817,0.0038917179926137185,0.25475285171102663,1841
flua,NPEPPS,0.0036312470729586745,0.003897093380115914,0.13036393264530147,1841
flua,MDM2,0.0036301969951205867,0.004134111119801506,0.06898424769147203,1841
flua,JMY,0.0036288527951417477,0.0036332451653429535,0.08962520369364475,1841
flua,RP5-900K19.2,0.0036272443497087047,0.003973947191435899,0.17599130907115698,1841
flua,MTRNR2L12,0.0036242774113282228,0.004566512215656918,0.021184139054861488,1841
flua,VDAC2,0.0035937926547357987,0.0036008726630414522,0.10863661053775123,1841
flua,CXCR4,0.0035878818609641986,0.005026000821512721,0.1955458989679522,1841
flua,AREG,0.0035651469123102056,0.003660840969300024,0.07224334600760456,1841
flua,ACOT9,0.003550516559207677,0.0038377651433819083,0.10646387832699619,1841
flua,STAT1,0.0035491494693586454,0.004864069226965317,0.25692558392178166,1841
flua,PNRC1,0.00354180533372145,0.004957781929577388,0.3476371537208039,1841
flua,HMGN1,0.0035348726018640023,0.004122462028527247,0.0706137968495383,1841
flua,IKZF1,0.003531613854346377,0.0036635273996192207,0.0977729494839761,1841
flua,FGR,0.0035303897963708296,0.004070722903208458,0.19337316675719718,1841
flua,OAS3,0.003516228594359401,0.006749381519153933,0.1906572514937534,1841
flua,BTF3,0.003498248780214029,0.0036241015594397985,0.14502987506789788,1841
flua,ARRDC2,0.0034819456931033626,0.003625995698569586,0.07224334600760456,1841
flua,N4BP1,0.003443536195359691,0.00421466729778236,0.21292775665399238,1841
flua,ADAM10,0.003431070822613321,0.0035860065708725043,0.1656708310700706,1841
flua,GLIPR1,0.0034242759619084215,0.003840653073510063,0.14665942422596415,1841
flua,C19orf59,0.003423386417321217,0.004653101601819511,0.11298207495926127,1841
flua,RANBP9,0.0034211627817280197,0.003913984115456576,0.06409560021727322,1841
flua,FAM83D,0.0033976321137347853,0.003491190621186208,0.040195545898967955,1841
flua,HLA-DQB1,0.003396674622627282,0.004433925788685688,0.035850081477457905,1841
flua,FOSL2,0.003380863953610434,0.004424952340880404,0.1309071156979902,1841
flua,NSD3,0.0033553336392369753,0.0036668112189880797,0.12656165127648017,1841
flua,BEST1,0.0033531232389466133,0.007944684449354636,0.08799565453557849,1841
flua,R3HCC1L,0.0033420998484729944,0.0035358611016247437,0.03476371537208039,1841
flua,RNF19B,0.0033375123148457245,0.003444528730261397,0.19608908202064096,1841
